"","nombre_promocional","nombre_urbanistico","latitud","longitud","direccion","municipio","provincia","comunidad_autonoma","tipologia_asentamiento_principal","tipologia_asentamiento_secundario","fuente","enlace_web","enlance_a_mapa_foto_aerea","fecha_autor_fuente_de_la_foto","padre_adoptivo","superficie_terreno","superficie_construida","suelo_ocupado_actual","viviendas_construidas","plazas_hoteleras_construidas","parcelas_uso_industrial_construidas","parcelas_uso_comercial_construidas","parcelas_uso_equipamiento_construidas","estado_actual","comentarios_otras_opciones","promotor","constructor","arquitecto_o_tecnico_redactor","descripcion_propiedad","ubicacion_codigo_ine_municipio","ubicacion_codigo_ine_provincia","uso","comentarios_otros","tipologia_edificatoria","comentarios_tipologia","edificabilidad_absoluta_planificada_o_aprobada","viviendas_aprobadas_en_planeamiento","plazas_hoteleras_aprobadas_en_planeamiento","parcelas_uso_industrial_aprobadas_en_planeamiento","parcelas_uso_comercial_aprobadas_en_planeamiento","parcelas_uso_equipamiento_aprobadas_planeamiento","numero_habitantes_previsto_planeamiento","numero_de_visitantes_previsto_aplicable_centros_de_ocio_planeamiento","convenio_urbanistico_planeamiento_fecha_licencia","plan_parcial_planeamiento_fecha_licencia","modificacion_pgou_planeamiento_fecha_licencia","proyecto_urbanistico_planeamiento_fecha_licencia","licencia_obras_planeamiento_fecha_licencia","otras_fechas_planeamiento_fecha_licencia","convenio_urbanistico_planeamiento_tecnico_redactor","plan_parcial_planeamiento_tecnico_redactor","modificacion_pgou_planeamiento_tecnico_redactor","proyecto_urbanistico_planeamiento_tecnico_redactor","licencia_obras_planeamiento_tecnico_redactor","otros_planeamiento_tecnico_redactor","convenio_urbanistico_politica","plan_parcial_urbanistico_politica","modificacion_urbanistico_politica","proyecto_urbanistico_politica","licencia_urbanistico_politica","otros_urbanistico_politica","recursos_interpuestos","sentencias_judiciales","n_fecha_sentencias","tribunal_dicta","fallo","hipoteca_cargas","cuantia_hipoteca","concurso_acreedores","entidades_financieras","figuras_proteccion_ambiental","nombre_figuras_proteccion_ambiental","zonificacion_nivel_proteccion","dominio_publico","enlaces_noticias","material_grafico","archivos_adjuntos","-","corpse_category","superficie_terreno_units","superficie_construida_units"
"29","Las Dehesas de San Mateo de Gállego","PP1 'El Saboyal'","41.818836"," -0.742107","A-1106, 3, 50840. El saboyal","San Mateo de Gállego","Zaragoza","Aragón","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas, Mediturban, UPM","http://www.juliaschulzdornburg.com/cas/las-dehesas-de-san-mateo","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=687586&y=4632128&zone=30&r=522&visible=PNOA;","IGN-PNOA fecha vuelo: 07-2012","Ruinas Modernas",201.7,"16050","3,31% (sobre el edificable)","38",,,,,"Edificación no terminada","La urbanización también esta inacabada","Promociones Aragonesas San Mateo, S.L. (plan parcial) Fadesa Inmobiliaria, S.A. (plan parcial y proyecto de urbanización)
","Martinsa Fadesa, S.A.","Global Golf Company, Stirling & Martin (golf)","Un proyecto residencial de referencia con un estupendo campo de golf y a 10 minutos de Zaragoza.","50235","50","Residencial Colectivo","tambien admite residencial unifamiliar ","Bloque exento","unifamiliar pareado o adosado","484743","3000",,,"2","8(golf)+2(docente)+1(social)+1(deportivo)","10500",,"18/08/2004","12/10/2005","19/10/2005","06/07/2007",,"30/06/2006( Aprobación definitiva del proyecto de reparcelación ).  01/03/2007(Declaración de impacto ambiental por parte del INAGA)",,"Emilio Dahl Sáenz de Santa María, María del Mar Conejero Espí","Francisco Casielles Cueva
",,,,,,,,,"En las elecciones de 2003 el PSOE obtuvo 5 concejales, el PP 4 y el PAR 2",,,,,,,,"Juzgado:Mercantil nº 1 de La Coruña. Declaración:15-07-2008 (salió el 6-01-2011). Concurso:Voluntario, Ordinario. Situación: En liquidación.","Caja Madrid, La Caixa, Banco Popular, Caixa Galicia, Caixa Catalunya, Bancaja, BBVA, Banco Santander, CAM, Unicaja, Ibercaja. Principales acreedores a fecha del año 2008.","La zona de estudio se encuentra fuera del ámbito de aplicación del Plan de Conservación del Hábitat del Cernícalo primilla (Decreto 109/2000), sin embargo la zona residencial se localiza a 3 km de un punto de nidificación de dicha especie, denominado colonia Letosa. Sin embargo con la aplicación de las medidas protectoras impuestas (Se incorporará un plan de seguimiento de las poblaciones de cernícalo primilla en el entorno del proyecto, especialmente en la colonia denominada Letosa, que se extenderá a las obras y los tres primeros años tras la ejecución del proyecto, también se deberá evitar la realización de obras en el interior de la citada área, que impliquen voladuras y/o el uso de maquinaria pesada durante el periodo de nidificación, es decir, del 15 de febrero al 15 de abril ) no se esperan impactos significativos sobre la especie. En el barranco de las Torcas se deberán respetar en lo posible los taludes naturales actuales, procurando reponer la morfología y la vegetación de éstos, quedando bien estabilizados y naturalizados. El paso elevado que cruza este barranco deberá ser autorizado previamente a su construcción por el Organismo de cuenca.",,"Los terrenos donde se sitúa esta actuación no están propuestos como Lugar de Interés Comunitario (L.I.C.), en aplicación de la Directiva 92/43/CEE, ni están declarados como Zona de Especial Protección para las Aves (Directiva 79/409/CEE). No hay umedales del Convenio RAMSAR, no existen Montes de Utilidad Pública, tampoco están en el ámbito de aplicación de algún Plan de Ordenación de los Recursos Naturales, ni pertenecen a ningún espacio protegido (Ley 6/1998, de 19 de mayo, de Espacios Naturales Protegidos de Aragón). No aparecen especies de flora y fauna catalogada (Catálogo de Especies Amenazadas de Aragón). El LIC más próximo es el LIC «Bajo Gállego», a unos 2 km al oeste de la actuación. No se afecta a ninguna vía pecuaria. ","En este caso se trata del Dominio Público.  La realización de obras o trabajos en el Dominio Público Hidráulico y en sus zonas de servidumbre y de policía requerirá autorización previa de la Confederación Hidrográfica del Ebro.
","http://www.elperiodicodearagon.com/noticias/economia/viviendas-luces-sombras_426001.html, http://www.heraldo.es/noticias/economia/unos_600_compradores_zaragozanos_estan_pendientes_del_futuro_fadesa.html, http://economia.elpais.com/economia/2015/04/09/actualidad/1428581994_934583.html","http://1.bp.blogspot.com/-_jGVnXpKfMQ/T1UjhKzJNRI/AAAAAAAACSI/m-Ll_TI8mrg/s1600/PlanoGeneralDefinitivo.jpg, http://elsaboyal.blogspot.com.es/2007/10/denominacin-de-las-calles.html (Plano de las calles con sus respectivas denominaciones)","http://www.nuevosvecinos.com/descargas/lasdehesasdesanmateo/NORMAS_PP_SABOYAL.pdf,http://elsaboyal.blogspot.com.es/2008/03/el-saboyal-en-los-boletines-oficiales.html, http://www.juliaschulzdornburg.com/cas/las-dehesas-de-san-mateo, http://www.nuevosvecinos.com/lasdehesasdesanmateo/1274195-para-empezar-un-poco-de-historia, http://www.martinsafadesa.com/uploads/corporativo/descargas/INFORME%20116%20BIS%20LMV.pdf,http://www.nuevosvecinos.com/descargas/lasdehesasdesanmateo/informe%20del%20INAGA.pdf",,"Adoptado","area_hectares","area_square_meters"
"30","Urcamusa Norte","Sector 1 Alto de la Muela Norte","41.596190"," -1.099015","Camino de la Sagrada, Alto de la Muela Norte","La Muela","Zaragoza","Aragón","NEU - Nueva entidad urbana",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/urcamusa-norte","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=658524&y=4606906&zone=30&r=522&visible=PNOA;","IGN-PNOA fecha vuelo: 07-2012","Ruinas Modernas, Alejandro López Chueca",105,,,,,,,,"Urbanización no terminada","el parque común está acabado y desmantelado. solo se ha urbanizado un vial. no hay ninguna casa","Fuentecanal (grupo Progea), Sociedad Urbanística de La Muela S.A","Arascón vías y obras S.A.","Teófilo Martín Sáenz, Luís Fernández Ramírez, Carlos Martín Lamoneda, Julio Clúa Martínez (parque de La Muela)",,,,"Terciario Recreativo",,"Volumen específico",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"31","Ciudad zaragoza Golf","Sector 3.1 PR, Sector 3.2.1, Sector 3.2.2, Sector 3.2.3","41.612441"," -1.060391","Autovía del Nordeste, 50196","La Muela","Zaragoza","Aragón","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas, Nación Rotonda, UPM","http://www.juliaschulzdornburg.com/cas/ciudad-zaragoza-golf, http://www.nacionrotonda.com/2013/05/la-muela-zaragoza-2002-2011.html","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=661714&y=4608210&zone=30&r=522&visible=PNOA;","IGN-PNOA fecha vuelo: 07-2012","Ruinas Modernas",342.4717,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,"1615132","8604",,,,,"30114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"32","Baños de Panticosa","Panticosa Resort","42.761192"," -0.233850","Ctra Balneario, Km 10,22650 Panticosa,Huesca","Panticosa","Huesca","Aragón","DEO - Desarrollo ligado a instalaciones de ocio","DEN - Desarrollo ligado a espacios naturales",,"http://elblogdejoaquinventura.blogspot.com.es/2012/08/el-balneario-abandonado-de-panticosa.html, https://es.wikipedia.org/wiki/Ba%C3%B1os_de_Panticosa","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=726336&y=4737744&zone=30&r=798&visible=PNOA;","IGN-PNOA. Vuelo 2012-07","@A_SODESTE",12,"38000",,"44","300",,,"3","Edificación terminada con uso parcial","En el año 2000, las instalaciones fueron adquiridas por el ""Grupo NOZAR"" para llevar a cabo la rehabilitación integral del conjunto y su posterior explotación termal, rebautizado como Panticosa Resort. Las intervenciones llevadas a cabo, no muy conservadoras con el paisaje y el patrimonio arquitectónico original, han transformado la fisionomía del conjunto y han provocado numerosas críticas. Tras el cierre temporal del Gran Hotel en 2008 y una serie de problemas de diversa índole, el propio grupo propietario asume directamente la gestión del complejo provocando un repunte de la ocupación en el año 2015, aunque el conjunto sigue presentando una imagen inacabada (edificios, parking) e inapropiada rehabilitación (techos planos a mas de 1.600 msnm en pleno Pirineo).","Grupo Nozar",,"Rafael Moneo","Un proyecto fallido en pleno Pirineo","170","22","Terciario Hotelero",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.heraldo.es/noticias/huesca/nozar_estudia_retomar_las_obras_inacabadas_del_balneario_panticosa.html,http://www.heraldo.es/noticias/aragon/huesca_provincia/2015/06,/30/panticosa_resort_espera_recibir_000_visitantes_este_verano_372168_1101026.html, http://elblogdejoaquinventura.blogspot.com.es/2012/08/el-balneario-abandonado-de-panticosa.html,http://www.panticosa.com/, www.facebook.com/balneariodepanticosa/timeline",,"Adoptado","area_hectares","area_square_meters"
"33","Parking Sur Expo 2008",,"41.394601"," -0.544223","Cno. Monzalbarba s/n (Parking Sur Expo), 50011 Zaragoza","Zaragoza","Zaragoza","Aragón","NEU - Nueva entidad urbana",,"Fuente propia",,"http://www.ign.es/iberpix2/visor/?&visible=VEC;OI.OrthoimageCoverage&x=673853.60&y=4614369.41&level=17&srid=25830","IGN-PNOA. Vuelo 2006-06","Ángel Lezcano Orús",228,"228000","100",,,,,,"Edificación terminada con uso parcial","El parking tiene un uso de mercadillo dos días a la semana, picadero popular y zona de prácticas de carnet de conducir",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.elperiodicodearagon.com/noticias/la-cronica-de-zaragoza-actur-y-rabal/traslado-rastro-parking-expo-tiene-gran-acogida_465049.html",,"http://arqworld.blogspot.com.es/2012/01/proyecto-urbano.html",,"Adoptado","area_hectares","area_square_meters"
"34","Apartahotel",,"41.672211","-0.899678","Parque del Agua, junto a Av/ Ranillas y Av/José Atarés 101","Zaragoza","Zaragoza","Aragón","TEP - Terciario vinculado a población",,"Fuente propia",,,"IGN-PNOA. Vuelo 2012-07","Ángel Lezcano Orús",0.257,,,,,,,,"Edificación no terminada","Abandono, el Ayuntamiento tiene que asumir el mantenimiento de la fachada ya que se desprende. Obra al 60 %. Actualmente es propiedad del Banco Espirito Santo y busca comprador que finalice las obras.",,,,"Edificio abandonado en pleno parque del agua tras la Expo2008",,,"Terciario Hotelero",,"Volumen específico",,"1400",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.heraldo.es/noticias/zaragoza/el_apartotel_expo_reconvertira_oficinas_despachos_venta_159903_301.html, http://www.heraldo.es/noticias/aragon/zaragoza_provincia/zaragoza/2014/04/01/los_bomberos_aseguran_fachada_del_apartotel_expo_por_riesgo_caida_279435_301.html, http://www.legadoexpozaragoza.com/legadoexpo/news/3829.html, http://www.heraldo.es/noticias/aragon/zaragoza_provincia/zaragoza/2014/07/08/la_primera_covivienda_jubilados_negocia_comprar_apartotel_expo_298425_301.html",,,,"Adoptado","area_hectares","area_square_meters"
"35","Arcosur",,"41.62628"," -0.957176","Arcosur 50022","Zaragoza","Zaragoza","Aragón","NEU - Nueva entidad urbana",,"Fuente propia",,,,"Ángel Lezcano Orús",,,,,,,,,"Urbanización no terminada",,,,,"Barrio sin finalizar.",,,"Residencial Colectivo",,,,"4353388","21148",,,,,,,,"
",,,,"El Ayuntamiento de Zaragoza y representantes de los propietarios de más del 90% de los terrenos suscribieron el 22 de Abril de 2002 un convenio relativo a las condiciones para el desarrollo urbanístico del Sector 89/3 del Plan General de Ordenación Urbana de Zaragoza. El Plan Parcial fue aprobado definitivamente por el Excmo. Ayuntamiento en el Pleno celebrado el 28 de Diciembre de 2004 El Proyecto de Reparcelación fue aprobado definitivamente por el Gobierno de Zaragoza el 18 de abril de 2008. El Proyecto de Urbanización se aprobó definitivamente por el Gobierno de Zaragoza el 24 de julio de 2008.",,,,,,,,,,,,,,,,,,,,,,,,,,"http://arainfo.org/2012/02/arcosur-clamando-en-el-desierto/ http://www.arcosur.es/foro/viewtopic.php?t=1699 http://www.elperiodicodearagon.com/noticias/aragon/arcosur-doce-anos-esclavitud_929387.html http://www.inmoley.com/NOTICIAS/1512345/2015-1-inmobiliario-urbanismo-vivienda/06-15-inmobiliario-015-29.html http://www.elperiodicodearagon.com/noticias/aragon/arcosur-doce-anos-esclavitud_929387.html ","http://www.arcosur.net/","http://www.arcosurzaragoza.es/arquerosarcosur/ http://www.todoarcosur.com/arcosur/",,"Adoptado","area_hectares","area_square_meters"
"36","Casa de Encuentros ","SAPU 1","43.536523","-5.892442","Avd. Principado, 46 Los Campos 33400","Corvera de Asturias",,"Asturias","TEP - Terciario vinculado a población",,"http://www.lne.es/aviles/2013/11/15/seprona-denuncia-derribo-casa-encuentros/1500032.html","http://lugares-con-historia.blogspot.com.es/2009/11/el-centro-de-encuentros-de-corvera.html","http://www2.ign.es/iberpix/visoriberpix/visorign.html",,"@zalandron",0.16,"3200","0",,,,,,"Edificación terminada sin uso","Cadáver enterrado.Se demolió en junio 2013.","Ayto de Corvera de Asturias",,,,"33020",,"Dotacional Equipamientos",,"Volumen específico","Había sido objeto de Concurso Internacional de Proyecto ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"37","Armonía",,"43.353621","-5.866710","Av. Cristo de las Cadenas, 71","Oviedo",,"Asturias","NOE - Nuevo desarrollo urbano",,,,"http://www.ign.es/iberpix2/visor/?&visible=VEC;OI.OrthoimageCoverage;OpenLayers_Layer_Vector_4539&x=267672.49&y=4804056.78&level=18&srid=25830",,"@icaroviedo",0.33,"790","790",,,,,,"Edificación no terminada",,,,,,"33044",,"Residencial Colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"38","Urazca","ADP2. Plurifamiliar Adosada","43.427549"," -4.862813","Bricia, 23","Llanes",,"Asturias","NEU - Nueva entidad urbana",,,,,,"@icaroviedo",0.27,"750","750",,,,,,"Edificación no terminada",,"Urazca","Urzaca",,"Viviendas adosadas","33036","ADP2. Plurifamiliar Adosada","Residencial Unifamiliar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"39","la Trecha",,"43.399504"," -5.945568","Tamargo, Escamplero","Las Regueras",,"Asturias","DEN - Desarrollo ligado a espacios naturales",,,,"http://www.ign.es/iberpix2/visor/?&visible=VEC;OI.OrthoimageCoverage&x=261463.22&y=4809386.51&level=17&srid=25830",,"@zalandron",1.22,,,,,,,,"Edificación no terminada",,,,,,"33054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"40","La Manjoya-Cabornio","Plan Parcial Manjoya Cabornio","43.333658"," -5.865932","La Manjoya","Oviedo",,"Asturias","NOE - Nuevo desarrollo urbano","DEN - Desarrollo ligado a espacios naturales",,"https://sede.asturias.es/bopa/disposiciones/repositorio/LEGISLACION40/66/13/001U005JJ90002.pdf,http://www.lne.es/oviedo/2010/05/20/psoe-pide-cambios-plan-manjoya-cabornio-746-chales/917742.html,http://www.elcomercio.es/v/20101208/oviedo/ayuntamiento-aprueba-plan-manjoya-20101208.html, https://sede.asturias.es/bopa/2015/06/19/2015-10209.pdf","http://www.ign.es/iberpix2/visor/?&visible=VEC;OI.OrthoimageCoverage&x=267680.95&y=4802017.50&level=16&srid=25830",,"@zalandron, @numeroteca",52.8633,,,,,,,,,,,,,,,,"Residencial Colectivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://sede.asturias.es/bopa/2015/06/19/2015-10209.pdf",,"Adoptado","area_hectares","area_square_meters"
"41","ERGOFACT","Plan Especial Modificacion NSU","43.431620"," -5.847893","Ctra. de Ables, s/n","Llanera",,"Asturias","ZIA - Zona industrial aislada",,,,,,"@zalandron",1.71,,,,,,,,"Edificación terminada sin uso",,"ERGOFACT",,,,"33035",,,,"Volumen contenedor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"42","CR Perlora","Derecho de superficie y otros","43.581687"," -5.752983","C/ Oviedo, 26   33491 Perlora-Perán","Carreño",,"Asturias","DEO - Desarrollo ligado a instalaciones de ocio","DEN - Desarrollo ligado a espacios naturales","http://www.nnaturedead.es/2015/03/perlora-ciudad-de-vacaciones.html","https://sede.asturias.es/bopa/2007/05/04/20070504.pdf",,,"@zalandron",38,"3600",,"270"," Hotel 90 habitaciones (demolido)",,,"Única","Proyecto tramitado (no iniciado)","Creada en 1950-56. Demolición parcial 2005. Semiabandonada","Principado de Asturias",,,"Ciudad Residencial de la HN de Sindicatos","33014",,"Residencial Turístico","Ciudad de Vacaciones del sindicato vertical franquista","Vivienda unifamiliar aislada","Otros contenedores de Equipamiento (comedores, residencia colectiva, iglesia, etc) ","50000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLA Plan de Ordenación del Litoral de Asturias ",,,"Si","https://www.google.es/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=18&cad=rja&uact=8&ved=0CDAQqQIoADAHOApqFQoTCJuuxOKUkMcCFQEXFAodhoADfw&url=http%3A%2F%2Fwww.lne.es%2Fcentro%2F2012%2F08%2F04%2Fgrupo-empresarios-locales-quiere-reflotar-perlora-alquiler-villas%2F1280033.html&ei=fBLBVZuAEoGuUIaBjvgH&usg=AFQjCNGiUJpnavOJ5DSVAJubbEnRyiRz9A&sig2=UnoSub5Ouej_pfJG0PKLSg&bvm=bv.99261572,d.d24","http://impulso.es/trabajos.php?trabajo=25","http://arquitecturadeasturias.com/obras/iglesia-de-la-ciudad-residencial-de-perlora/",,"Adoptado","area_hectares","area_square_meters"
"43","Urbanización Quimaran Durban","Unidad Homogénea PO-23-BD-NC ","43.43910832658473","-5.848106145858765","C/ Carrión s/n  Posada de Llanera","Llanera",,"Asturias","NOE - Nuevo desarrollo urbano",,,"https://sede.asturias.es/portal/site/Asturias/menuitem.1003733838db7342ebc4e191100000f7/?vgnextoid=a0043a40c2aaf010VgnVCM10000098030a0aRCRD&fecha=10/05/2013&refArticulo=2013-08665&i18n.http.lang=ast
",,,"@zalandron",2,,,,,,,,"Proyecto tramitado (no iniciado)","Cuenta con aprobación definitiva de Proyecto de Urbanización desde mayo de 2013. Obras sin iniciar. Ver trazados en Visor del Catastro. Adjunto enlacde publicidad: https://drive.google.com/folderview?id=0B5xQHvPqf6NRZlE5TGFmYTdoOEU&usp=sharing",,,,,,"Unidad Homogénea PO-23-BD-NC ",,,,,,,"Llanera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"44","Area industrial Silvota Rovés","SAPU XIII Y XIV","43.54907688762432","-5.862021446228027","Trasona, s/n.  Corvera ","Corvera de Asturias",,"Asturias","ZIA - Zona industrial aislada",,,"BOPA 2 y 3 de enero del 2013.
https://sede.asturias.es/portal/site/Asturias/menuitem.1003733838db7342ebc4e191100000f7/?vgnextoid=d7d79d16b61ee010VgnVCM1000000100007fRCRD&fecha=03/01/2013&refArticulo=2012-23241&i18n.http.lang=es","https://www.google.es/maps/place/43%C2%B032'56.7%22N+5%C2%B051'43.3%22W/@43.5490808,-5.8642154,696m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0?hl=en",,"@zalandron",5.65,,,,,,,,"Proyecto tramitado (no iniciado)","Tiene proyectos de Urbanización y Reparcelación. No se han iniciado las obras. Afecta a numerosos propietarios y gran cantidad de terrenos. La empresa promotora y encargada del desarrollo SOGETESA está en trámite de disolución. Se giran a los propietarios gastos por los trámites de desarrollo.  ",,,,,,"SAPU XIII Y XIV",,,,,,,"Corvera de Asturias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://sede.asturias.es/bopa/2013/05/10/img/2013-08665.0001.jpg",,"Adoptado","area_hectares","area_square_meters"
"45","Edificios la Vallina","Piso","43.612139088691464","-5.801199674606323","Callejón La Vallina","Gozón",,"Asturias","TEP - Terciario vinculado a población",,,"http://www.lne.es/aviles/2015/10/19/clamor-edificios-esqueleto/1828696.html",,,"José M.",0.79,,,,,,,,"Edificación no terminada","Porque se dejó de construir hace unos años y están a la entrada del pueblo, lo que causa mala impresión de este nada más entrar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"46","Ca Na Lloreta","Polígon industrial Ca Na loreta","39.813151274763904","3.101062774658203","carretera de Es Murterar, Alcúdia-Sa Pobla","Alcúdia","Illes Balears","Baleares","ZIP - Zona industrial vinculada a población",,,"@terraferida",,,"Terraferida",22,,,,,,,,"Edificación terminada sin uso","El polígono de Ca Na Lloreta (Alcúdia) fué inaugurado en el 2006. Su construcción se consideraba imprescindible por parte del ayuntamiento y el gobierno. Fué muy criticado por su elevado impacto, junto al Parc Natural de s'Albufera de Mallorca, la mayor zona húmeda de las islas. A pesar del impacto se considero ""el polígono mas sostenible de europa"". Desde entonces solo hay una nave (la nave piloto). Todo el cableado fué robado y actualment se encuentra en un estado ruinoso.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"47","Cadáver Ses Figueres",,"38.91957812265021","1.4593684673309326","C. des Pla de Vila","Eivissa","Illes Balears",,,,,,,,"@salewskieivissa",,,,,,,,,"Edificación no terminada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"48","La Oliva Sun City Health Centre","Plan Parcial Peña Erguida (1973), SAU PA 3 Montañetas del Sol (1990), SAU PA 4 NWP El Holandés (1990), SAU PA 5 Islaplan (1990),SAU PA 6, Puerto de la liva (1990), SAU PA 7 Ventursol (1990),SAU PA 8 Vistapark (1990)","28.597564"," -13.837320","UR. Peña Erguida, 35640","La Oliva","Las Palmas","Canarias","DEN - Desarrollo ligado a espacios naturales","NEU - Nueva entidad urbana","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/la-oliva-sun-city","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=614097.6907&y=3164306.0038&zone=28&r=930&visible=PNOA;","IGN-PNOA fecha vuelo 03-2012","Ruinas Modernas",420.853,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,,"0",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"49","Urbanización La Oliva Casas & Golf","SAU-11 Atalaya Dorada","28.684003"," -13.879656","FV-101, lindante de la Capellanía","La Oliva","Las Palmas","Canarias","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas, Mediturban, Nación Rotonda","http://www.juliaschulzdornburg.com/cas/la-oliva-casas-golf, http://www.nacionrotonda.com/2014/02/function-container142e.html","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=610337.6907&y=3173426.0038&zone=28&r=930&visible=PNOA;","IGN-PNOA fecha vuelo 03-2012","Ruinas Modernas",167,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,"144603","2500",,,,,"8750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"50","Casilla Costa","SAU PSI-1 Casilla de Costa","28.657989"," -13.894037","Ctra. Francisco Bordón Méndez s/n","La Oliva","Las Palmas","Canarias","NEU - Nueva entidad urbana","ZIA - Zona industrial aislada","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/casilla-costa","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=607891.6907&y=3170822.0038&zone=28&r=930&visible=PNOA;","IGN-PNOA fecha vuelo 03-2012","Ruinas Modernas",122.6595,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,"650095","2545",,,,,"8907.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"51","Residencial Origo Mare","SAU 12 Casas de Majanicho","28.729966"," -13.948786","LG Playa Majanicho, 35640 ","La Oliva","Las Palmas","Canarias","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas, Nación Rotonda, Ecologistas en Acción","http://www.juliaschulzdornburg.com/cas/origo-mare, http://www.nacionrotonda.com/2013/05/majanicho-las-palmas-2003-2012.html","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=602555.6907&y=3178630.0038&zone=28&r=930&visible=PNOA;","IGN-PNOA fecha vuelo 03-2012","Ruinas Modernas",400,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,"129600","748",,,,,"2618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"52","Urbanización Canalbión","SUP-15 Canalbión","28.100504"," -14.276711","Calle Manuel de Falla, 35626","Pájara","Las Palmas","Canarias","DEN - Desarrollo ligado a espacios naturales",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/urbanizacion-canalbion","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=571248.4692&y=3108848.214&zone=28&r=930&visible=PNOA;","IGN-PNOA fecha vuelo 05-2012","Ruinas Modernas",40.7,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Terciario Recreativo",,"Volumen específico",,"113043",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
